date_submitted,ideal_adoption_timeline,reason_for_adoption,specific_animal,adults_in_home,children_in_home,all_household_agree,allergies,home_owner,home_pet_policy,experience,budget_monthly,budget_emergency,home_alone_avg,home_alone_max,pet_kept,exercise,needs,return_pet,how_heard,outcome_trello_id,City,State,ZIP,animal_type
12/19/2018,one-month-or-more,myself,TRUE,2,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets,currently-pets-in-my-home-but-not-mine",100,1e3,8,20,inside-only,"toy-mice,other-pets,wand-toys",scratching-post,"allergies-appear,becomes-aggressive",other,NA,PHILADELPHIA,PA,19127,cat
12/19/2018,today,"my-kids,myself,gift",TRUE,1,1,yes,no-allergies,NA,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",500,3e3,NA,NA,inside-only,"toy-mice,wand-toys,other-pets","scratching-post,nail-clip",none,website,NA,PHILADELPHIA,PA,19144,cat
12/19/2018,today,myself,FALSE,1,0,yes,no-allergies,myself,NA,grew-up-with-pet,200,500,4,8,inside-only,toy-mice,scratching-post,none,NA,NA,PHILADELPHIA,PA,19154,cat
12/19/2018,one-month-or-more,"myself,my-kids",FALSE,2,3,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",200,250,2,5,inside-only,"toy-mice,wand-toys","scratching-post,not-sure",becomes-aggressive,NA,NA,PHILADELPHIA,PA,19148,cat
12/19/2018,today,myself,TRUE,0,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet",400,7500,6,8,inside-only,"toy-mice,wand-toys",scratching-post,none,other,NA,PHILADELPHIA,PA,19147,cat
12/19/2018,next-few-weeks,myself,FALSE,2,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet",75,750,NA,NA,inside-only,"toy-mice,wand-toys",scratching-post,"becomes-aggressive,litter-box-issues,moving-too-far,not-enough-time",NA,NA,PHILADELPHIA,PA,19104,cat
12/19/2018,next-few-weeks,myself,FALSE,0,0,yes,no-allergies,myself,NA,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets,given-a-pet-to-a-shelter",200,2e3,6,8,inside-with-yard-access,"toy-mice,wand-toys,other-pets","nail-clip,scratching-post",none,NA,NA,PHILADELPHIA,PA,19146,cat
12/19/2018,today,myself,FALSE,1,0,yes,no-allergies,family-member-or-friend,NA,lived-wit-previous-housemates-pets,400,400,4,6,inside-only,toy-mice,scratching-post,becomes-aggressive,NA,NA,PHILADELPHIA,PA,19104,cat
12/19/2018,today,myself,TRUE,0,0,yes,no-allergies,company,yes,lived-wit-previous-housemates-pets,150,100,8,10,inside-only,toy-mice,scratching-post,none,"other,website",NA,BROOKHAVEN,PA,19015,cat
12/18/2018,today,my-kids,TRUE,1,3,yes,very-allergic,myself,NA,grew-up-with-pet,150,500,NA,3,inside-outside,"toy-mice,wand-toys",not-sure,"allergies-appear,becomes-aggressive",other,NA,WYNDMOOR,PA,19038,cat
12/18/2018,today,"myself,my-kids",FALSE,2,2,yes,no-allergies,company,yes,grew-up-with-pet,500,1e3,NA,4,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,NA,ALDAN,PA,19018,cat
12/18/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",100,400,9,10,inside-only,"toy-mice,wand-toys,other-pets","nail-clip,scratching-post",none,NA,NA,PHILADELPHIA,PA,19111,cat
12/18/2018,today,my-kids,TRUE,2,3,yes,no-allergies,myself,NA,currently-have-pet,100,500,NA,NA,inside-only,"toy-mice,wand-toys,other-pets","scratching-post,nail-clip",none,website,NA,PHILADELPHIA,PA,19135,cat
12/18/2018,one-month-or-more,myself,TRUE,2,0,yes,no-allergies,company,yes,"given-pet-to-another,grew-up-with-pet,lived-wit-previous-housemates-pets,pet-died-in-care",700,1500,NA,8,inside-only,"other-pets,toy-mice",scratching-post,becomes-aggressive,website,NA,PENNSAUKEN,NJ,08110,cat
12/18/2018,one-month-or-more,myself,FALSE,4,0,yes,not-sure,company,havent-asked,"given-pet-to-another,grew-up-with-pet,lived-wit-previous-housemates-pets,currently-pets-in-my-home-but-not-mine,currently-have-pet",100,200,6,NA,inside-only,"other-pets,wand-toys,toy-mice,not-much","scratching-post,nail-clip","vet-becomes-expensive,litter-box-issues,allergies-appear,not-enough-time",NA,NA,PHILADELPHIA,PA,19121,cat
12/18/2018,today,"myself,my-kids",FALSE,2,2,a-surprise,no-allergies,family-member-or-friend,NA,grew-up-with-pet,200,200,5,5,inside-only,"toy-mice,wand-toys",scratching-post,becomes-aggressive,NA,NA,PHILADELPHIA,PA,19154,cat
12/18/2018,today,myself,FALSE,2,2,yes,no-allergies,family-member-or-friend,NA,"pet-died-in-care,grew-up-with-pet",100,500,6,8,inside-only,"toy-mice,other-pets","scratching-post,other","allergies-appear,vet-becomes-expensive,becomes-aggressive",NA,5b6b639dd851035960ee724a,ABINGTON,PA,19001,cat
12/18/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,grew-up-with-pet,150,200,3,3,inside-only,"toy-mice,wand-toys",scratching-post,none,other,NA,PHILADELPHIA,PA,19139,cat
12/18/2018,one-month-or-more,"my-kids,myself",TRUE,0,2,yes,no-allergies,myself,NA,"pet-died-in-care,euthanized-a-pet,currently-have-pet,grew-up-with-pet",65,2e3,6,8,inside-only,"toy-mice,wand-toys,other-pets","scratching-post,other",none,other,NA,PHILADELPHIA,PA,19139,cat
12/18/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,havent-asked,"lived-wit-previous-housemates-pets,grew-up-with-pet",400,5e3,7,NA,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,NA,NA,PHILADELPHIA,PA,19146,cat
12/18/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",200,2e3,13,NA,inside-only,wand-toys,"nail-clip,scratching-post",none,NA,NA,PHILADELPHIA,PA,19147,cat
12/18/2018,one-month-or-more,"myself,my-kids",FALSE,1,2,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",500,2500,6,8,inside-only,"toy-mice,wand-toys,other-pets",scratching-post,none,NA,NA,PHILADELPHIA,PA,19143,cat
12/18/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",200,30,7,12,inside-only,"toy-mice,wand-toys,other-pets","nail-clip,scratching-post",other,website,NA,PHILADELPHIA,PA,19130,cat
12/18/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,currently-have-pet,1e3,1e4,5,6,inside-only,"toy-mice,wand-toys,other-pets","nail-clip,scratching-post",none,website,NA,HAMILTON,NJ,08619,cat
12/18/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,currently-have-pet,1e3,1e4,5,6,inside-only,"toy-mice,wand-toys,other-pets","nail-clip,scratching-post",none,website,NA,HAMILTON,NJ,08619,cat
12/17/2018,today,myself,TRUE,1,0,yes,no-allergies,company,yes,currently-have-pet,200,7500,5,4,inside-only,"toy-mice,wand-toys,other-pets","scratching-post,other",becomes-aggressive,website,NA,PHILADELPHIA,PA,19122,cat
12/17/2018,today,"my-kids,gift",FALSE,0,2,"a-surprise,yes",no-allergies,NA,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets,given-pet-to-another",150,200,8,8,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,NA,PHILADELPHIA,PA,19141,cat
12/17/2018,today,myself,TRUE,4,0,yes,no-allergies,NA,NA,never-lived-with-or-owned-a-pet-before,100,300,5,NA,inside-only,toy-mice,nail-clip,"not-allowed-new-living-space,other,allergies-appear,moving-too-far","website,insta,event",NA,PHILADELPHIA,PA,19122,cat
12/17/2018,one-month-or-more,myself,TRUE,1,0,yes,mildly-allergic,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",100,2e3,10,24,"inside-only,leash-harness","toy-mice,wand-toys","scratching-post,nail-clip",none,insta,NA,COATESVILLE,PA,19320,cat
12/17/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,currently-have-pet,1e3,1e4,5,7,inside-only,"toy-mice,wand-toys,other-pets","nail-clip,scratching-post",none,website,NA,HAMILTON,NJ,08619,cat
12/16/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,"currently-have-pet,lived-wit-previous-housemates-pets,grew-up-with-pet",500,3e3,6,9,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,facebook,NA,TRAPPE,PA,19426,cat
12/16/2018,today,my-kids,TRUE,1,1,yes,no-allergies,myself,NA,currently-have-pet,1e3,5e3,3,3,inside-only,"toy-mice,wand-toys,other-pets",scratching-post,none,website,5b6cb07d4fe20d0f3bfc40d6,COLLINGDALE,PA,19023,cat
12/16/2018,one-month-or-more,"my-kids,myself,mouser",TRUE,2,3,yes,mildly-allergic,family-member-or-friend,NA,"pet-ran-away,pet-died-in-care,grew-up-with-pet",100,300,3,5,"inside-only,leash-harness","toy-mice,wand-toys",scratching-post,becomes-aggressive,website,NA,PHILADELPHIA,PA,19138,cat
12/16/2018,one-month-or-more,myself,FALSE,4,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",150,700,4,6,inside-only,other-pets,"nail-clip,scratching-post",becomes-aggressive,NA,NA,PHILADELPHIA,PA,19127,cat
12/16/2018,today,my-kids,TRUE,2,2,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",40,40,NA,3,inside-only,toy-mice,"nail-clip,scratching-post",none,other,NA,PHILADELPHIA,PA,19143,cat
12/16/2018,today,myself,TRUE,2,0,yes,no-allergies,myself,NA,grew-up-with-pet,300,500,NA,8,inside-only,"toy-mice,wand-toys",scratching-post,litter-box-issues,website,NA,PHILADELPHIA,PA,19120,cat
12/16/2018,next-few-weeks,my-kids,FALSE,1,2,yes,no-allergies,NA,NA,"grew-up-with-pet,currently-have-pet",100,109,5,6,inside-only,"toy-mice,other-pets",scratching-post,"allergies-appear,becomes-aggressive",NA,5ba180e611bf1f1260d0a29b,PHILADELPHIA,PA,19112,cat
12/16/2018,today,myself,FALSE,1,0,yes,no-allergies,myself,NA,"currently-have-pet,grew-up-with-pet",100,100,8,8,inside-only,"other-pets,toy-mice",scratching-post,becomes-aggressive,NA,NA,PHILADELPHIA,PA,19142,cat
12/16/2018,today,myself,TRUE,3,2,yes,no-allergies,myself,NA,currently-have-pet,250,2e3,2,2,inside-only,"toy-mice,wand-toys,other-pets","scratching-post,nail-clip",none,insta,NA,BROOKLYN,NY,11218,cat
12/16/2018,today,myself,FALSE,0,0,yes,no-allergies,myself,NA,grew-up-with-pet,75,150,NA,8,inside-only,toy-mice,scratching-post,"becomes-aggressive,litter-box-issues",NA,NA,PHILADELPHIA,PA,19132,cat
12/15/2018,one-month-or-more,myself,FALSE,2,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,pet-died-in-care,euthanized-a-pet",150,2e3,8,8,inside-with-yard-access,"toy-mice,wand-toys,other-pets",scratching-post,other,NA,NA,PHILADELPHIA,PA,19104,cat
12/15/2018,one-month-or-more,gift,FALSE,3,1,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,pet-died-in-care",75,500,0,4,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,NA,PHILADELPHIA,PA,19119,cat
12/15/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,"pet-died-in-care,grew-up-with-pet",100,500,NA,NA,inside-only,"toy-mice,wand-toys,other-pets",declaw,"none,other",other,NA,PHILADELPHIA,PA,19119,cat
12/15/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,family-member-or-friend,NA,"lived-wit-previous-housemates-pets,given-pet-to-another,pet-ran-away",100,100,NA,4,inside-only,"toy-mice,wand-toys",scratching-post,"litter-box-issues,vet-becomes-expensive",NA,NA,PHILADELPHIA,PA,19132,cat
12/15/2018,today,myself,TRUE,1,0,yes,no-allergies,company,yes,never-lived-with-or-owned-a-pet-before,200,2500,8,12,inside-only,"toy-mice,wand-toys",scratching-post,none,other,NA,PHILADELPHIA,PA,19143,cat
12/15/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,havent-asked,lived-wit-previous-housemates-pets,100,500,8,8,inside-only,toy-mice,not-sure,becomes-aggressive,NA,NA,PHILADELPHIA,PA,19143,cat
12/14/2018,today,gift,TRUE,1,2,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet",200,1e3,3,5,inside-only,"toy-mice,wand-toys,other-pets","scratching-post,nail-clip",none,website,NA,PALMYRA,NJ,08065,cat
12/14/2018,next-few-weeks,my-kids,TRUE,2,1,a-surprise,no-allergies,myself,NA,"currently-have-pet,grew-up-with-pet",100,400,NA,NA,inside-only,"toy-mice,not-much,wand-toys","nail-clip,scratching-post",none,facebook,NA,WATERBURY,CT,06706,cat
12/14/2018,one-month-or-more,"myself,my-kids",FALSE,2,1,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,given-pet-to-another",100,1e3,NA,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",litter-box-issues,NA,NA,CHERRY HILL,NJ,08002,cat
12/14/2018,today,"myself,my-kids",FALSE,2,3,yes,no-allergies,myself,NA,"grew-up-with-pet,pet-ran-away",100,1e3,5,5,inside-only,"toy-mice,wand-toys",nail-clip,none,NA,NA,PHILADELPHIA,PA,19137,cat
12/13/2018,today,myself,FALSE,0,0,yes,no-allergies,myself,NA,"euthanized-a-pet,currently-have-pet,lived-wit-previous-housemates-pets",100,550,NA,24,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,NA,NA,PHILADELPHIA,PA,19125,cat
12/13/2018,today,myself,FALSE,1,0,a-surprise,no-allergies,family-member-or-friend,NA,never-lived-with-or-owned-a-pet-before,100,500,5,8,"inside-outside,leash-harness,inside-with-yard-access","toy-mice,wand-toys,not-much","scratching-post,not-sure,nail-clip","not-enough-time,vet-becomes-expensive,not-allowed-new-living-space",NA,5c130f5a35a2d62400992e74,PHILADELPHIA,PA,19116,cat
12/13/2018,today,myself,FALSE,1,0,yes,no-allergies,company,havent-asked,"currently-have-pet,grew-up-with-pet,euthanized-a-pet",200,2500,8,10,inside-only,"other-cats,toy-mice","scratching-post,nail-clip",none,NA,NA,PHILADELPHIA,PA,19104,cat
12/13/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,family-member-or-friend,NA,"currently-have-pet,euthanized-a-pet",150,5e3,9,9,inside-only,"wand-toys,other-cats,toy-mice","nail-clip,scratching-post",none,other,NA,LANSDOWNE,PA,19050,cat
12/13/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,grew-up-with-pet,500,500,8,8,inside-only,other-cats,scratching-post,none,website,5c12db371848385d5e1da6c6,PHIA,PA,19150,cat
12/13/2018,one-month-or-more,"myself,my-kids",TRUE,4,1,yes,mildly-allergic,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",200,5e3,9,9,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,"other,website",NA,WAYNE,PA,19026,cat
12/13/2018,one-month-or-more,"my-kids,myself",FALSE,0,2,yes,no-allergies,company,yes,"grew-up-with-pet,euthanized-a-pet,currently-have-pet,lived-wit-previous-housemates-pets",150,1e3,9,12,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,NA,NA,LEVITTOWN,PA,19054,cat
12/13/2018,one-month-or-more,"myself,gift",FALSE,1,0,yes,mildly-allergic,company,not-yet,never-lived-with-or-owned-a-pet-before,200,200,2,2,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,NA,PHILADELPHIA,PA,19132,cat
12/13/2018,one-month-or-more,gift,TRUE,2,0,yes,no-allergies,myself,NA,never-lived-with-or-owned-a-pet-before,100,300,NA,8,inside-only,"toy-mice,wand-toys",scratching-post,allergies-appear,website,NA,PHILADELPHIA,PA,19111,cat
12/13/2018,today,myself,TRUE,1,0,yes,no-allergies,myself,NA,currently-have-pet,300,300,2,2,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,website,NA,LANSDALE,PA,19446,cat
12/13/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,myself,NA,currently-have-pet,500,2e3,10,12,inside-only,"toy-mice,other-cats,wand-toys",scratching-post,becomes-aggressive,website,5a5a8465261715a801eb3ebe,PHILADELPHIA,PA,19142,cat
12/12/2018,next-few-weeks,myself,FALSE,0,0,yes,no-allergies,NA,NA,pet-died-in-care,200,300,4,8,inside-only,"toy-mice,wand-toys","declaw,scratching-post",becomes-aggressive,NA,NA,PHILADELPHIA,PA,19111,cat
12/12/2018,one-month-or-more,myself,TRUE,2,0,yes,no-allergies,family-member-or-friend,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",300,130,6,8,"inside-only,leash-harness","wand-toys,toy-mice","nail-clip,scratching-post",none,NA,NA,PHILADELPHIA,PA,19149,cat
12/12/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,myself,NA,pet-ran-away,30,100,8,8,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post","vet-becomes-expensive,becomes-aggressive",NA,NA,PHILADELPHIA,PA,19139,cat
12/12/2018,today,"myself,my-kids",FALSE,1,2,yes,no-allergies,family-member-or-friend,NA,pet-ran-away,500,1e3,3,3,inside-only,toy-mice,"scratching-post,nail-clip",none,NA,NA,PHILADELPHIA,PA,19145,cat
12/12/2018,one-month-or-more,"myself,my-kids,gift",TRUE,2,1,yes,no-allergies,company,yes,grew-up-with-pet,50,125,2,4,inside-only,"wand-toys,toy-mice","nail-clip,scratching-post",none,other,NA,CAMDEN,NJ,08103,cat
12/11/2018,one-month-or-more,myself,TRUE,2,1,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet",100,1e3,NA,3,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",litter-box-issues,website,NA,PHILADELPHIA,PA,19134,cat
12/11/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,pet-died-in-care,100,500,8,8,inside-only,"toy-mice,wand-toys",scratching-post,none,website,NA,PHILADELPHIA,PA,19135,cat
12/11/2018,next-few-weeks,myself,FALSE,0,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet",150,2500,NA,24,inside-only,"toy-mice,wand-toys",scratching-post,"becomes-aggressive,litter-box-issues",NA,NA,PHILADELPHIA,PA,19102,cat
12/11/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,"grew-up-with-pet,euthanized-a-pet",150,750,9,NA,"inside-only,leash-harness",toy-mice,"nail-clip,scratching-post",becomes-aggressive,website,NA,LAFAYETTE HILL,PA,19444,cat
12/11/2018,one-month-or-more,myself,FALSE,3,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet",250,4e3,2,10,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",becomes-aggressive,NA,NA,PHILADELPHIA,PA,19135,cat
12/11/2018,one-month-or-more,myself,FALSE,2,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet",150,1e3,6,6,inside-only,"toy-mice,other-cats,wand-toys","scratching-post,nail-clip",none,NA,NA,SEWELL,NJ,08080,cat
12/11/2018,one-month-or-more,"myself,other",TRUE,1,0,yes,mildly-allergic,myself,NA,"currently-have-pet,grew-up-with-pet,euthanized-a-pet,pet-died-in-care,lived-wit-previous-housemates-pets",250,9800,NA,8,inside-only,"toy-mice,other-cats,wand-toys","nail-clip,scratching-post",none,website,NA,ATGLEN,PA,19310,cat
12/11/2018,today,"myself,gift",FALSE,0,1,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",200,300,6,10,inside-only,"toy-mice,other-cats,wand-toys","scratching-post,nail-clip",none,NA,NA,MANTUA,NJ,08051,cat
12/11/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,grew-up-with-pet,60,2e3,9,NA,inside-only,"toy-mice,wand-toys",scratching-post,none,other,NA,PHILADELPHIA,PA,19107,cat
12/11/2018,today,"myself,mouser",FALSE,2,0,yes,no-allergies,myself,NA,pet-died-in-care,100,NA,3,3,inside-only,toy-mice,"scratching-post,declaw","none,allergies-appear",NA,NA,PHILADELPHIA,PA,19121,cat
12/11/2018,one-month-or-more,myself,TRUE,0,0,yes,"mildly-allergic,no-allergies",family-member-or-friend,NA,grew-up-with-pet,100,1e3,5,NA,inside-only,toy-mice,"other,scratching-post",none,"other,insta",NA,PHILADELPHIA,PA,19147,cat
12/11/2018,next-few-weeks,myself,FALSE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",100,5e3,8,NA,"inside-only,leash-harness,inside-with-yard-access,outside-only","toy-mice,wand-toys,other-cats","nail-clip,scratching-post",becomes-aggressive,NA,NA,PHILADELPHIA,PA,19119,cat
12/11/2018,one-month-or-more,"myself,my-kids",FALSE,0,1,yes,no-allergies,company,yes,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",600,350,5,7,inside-only,"toy-mice,wand-toys","scratching-post,not-sure",none,NA,NA,NORTH WALES,PA,19454,cat
12/11/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",240,1e3,2,7,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,"website,other",NA,BLACKWOOD,NJ,08012,cat
12/11/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet",60,500,6,8,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,NA,582a54bcc7f743105f7b1e64,PHILADELPHIA,PA,19136,cat
12/11/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,company,havent-asked,"euthanized-a-pet,grew-up-with-pet",150,350,6,8,inside-only,"toy-mice,wand-toys",nail-clip,none,NA,NA,PHILADELPHIA,PA,19122,cat
12/10/2018,one-month-or-more,myself,FALSE,1,NA,yes,no-allergies,company,havent-asked,lived-wit-previous-housemates-pets,70,440,10,24,inside-with-yard-access,"toy-mice,wand-toys,not-much",scratching-post,"allergies-appear,vet-becomes-expensive",NA,NA,PHILADELPHIA,PA,19125,cat
12/10/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",60,2e3,8,10,"inside-only,leash-harness","wand-toys,toy-mice,other-cats","nail-clip,scratching-post,other",none,NA,NA,EWING,NJ,08638,cat
12/10/2018,one-month-or-more,"myself,mouser",TRUE,2,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,given-pet-to-another",75,100,NA,NA,inside-only,"toy-mice,wand-toys",scratching-post,none,other,NA,PHILADELPHIA,PA,19142,cat
12/10/2018,one-month-or-more,"my-kids,myself",TRUE,1,3,yes,no-allergies,myself,NA,"currently-have-pet,grew-up-with-pet",100,1e3,2,6,inside-only,"toy-mice,other-cats,wand-toys",scratching-post,"allergies-appear,becomes-aggressive",website,NA,ELVERSON,PA,19520,cat
12/10/2018,one-month-or-more,"myself,my-kids",FALSE,1,1,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",210,7e3,7,7,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,NA,NA,NARBERTH,PA,19072,cat
